0.000000e+00	-3.946734e-01
1.000000e-05	-4.241705e-01
2.000000e-05	-4.319640e-01
3.000000e-05	-4.235871e-01
4.000000e-05	-4.043923e-01
5.000000e-05	-3.771650e-01
6.000000e-05	-3.448017e-01
7.000000e-05	-3.093455e-01
8.000000e-05	-2.663851e-01
9.000000e-05	-2.052571e-01
1.000000e-04	-1.212450e-01
1.100000e-04	-2.809403e-02
1.200000e-04	4.801242e-02
1.300000e-04	9.344910e-02
1.400000e-04	1.259191e-01
1.500000e-04	1.819232e-01
1.600000e-04	2.795835e-01
1.700000e-04	3.933391e-01
1.800000e-04	4.690813e-01
1.900000e-04	4.678509e-01
2.000000e-04	3.966235e-01
2.100000e-04	2.983322e-01
2.200000e-04	2.145083e-01
2.300000e-04	1.578750e-01
2.400000e-04	1.161316e-01
2.500000e-04	7.432846e-02
2.600000e-04	2.935183e-02
2.700000e-04	-1.413534e-02
2.800000e-04	-5.508628e-02
2.900000e-04	-9.990468e-02
3.000000e-04	-1.562664e-01
3.100000e-04	-2.244244e-01
3.200000e-04	-2.923662e-01
3.300000e-04	-3.368939e-01
3.400000e-04	-3.321911e-01
3.500000e-04	-2.655233e-01
3.600000e-04	-1.510866e-01
3.700000e-04	-2.697127e-02
3.800000e-04	6.910041e-02
3.900000e-04	1.270240e-01
4.000000e-04	1.676133e-01
4.100000e-04	2.162833e-01
4.200000e-04	2.734696e-01
4.300000e-04	3.137370e-01
4.400000e-04	3.146725e-01
4.500000e-04	2.829413e-01
4.600000e-04	2.481001e-01
4.700000e-04	2.321532e-01
4.800000e-04	2.303747e-01
4.900000e-04	2.238856e-01
5.000000e-04	2.056611e-01
5.100000e-04	1.866183e-01
5.200000e-04	1.750694e-01
5.300000e-04	1.575544e-01
5.400000e-04	1.085928e-01
5.500000e-04	2.158580e-02
5.600000e-04	-7.410865e-02
5.700000e-04	-1.313412e-01
5.800000e-04	-1.219944e-01
5.900000e-04	-5.726085e-02
6.000000e-04	2.446949e-02
6.100000e-04	8.596010e-02
6.200000e-04	1.100849e-01
6.300000e-04	1.008097e-01
6.400000e-04	7.554555e-02
6.500000e-04	5.773524e-02
6.600000e-04	6.820482e-02
6.700000e-04	1.128108e-01
6.800000e-04	1.737697e-01
6.900000e-04	2.160680e-01
